test_smile,dmpnn_pre_pro,dmpnn_xgb_pre_pro,morgan_xgb_pre_pro,dmpnn_morgan_xgb_pre_pro,target
CCC1=CC=C(CC2=CC=C3CO[C@]4(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C3=C2)C=C1,[3.130569530185312e-05],0.0014681212,2.3277342e-05,0.000939357,0.0
CN(C)C(=O)C1=CC(NC(=O)[C@H]2CCC(=O)N2C2CCN(CC3=CC=C(Cl)C(C)=C3)CC2)=NC(C)=C1,[0.00797068141400814],0.001466471,0.0014298529,0.002073201,0.0
[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])F,[8.162024833779924e-09],0.0014652195,1.5834135e-05,0.0018330099,0.0
CCC(C)CC\C=C/C=C/C(=O)N[C@@H](C(C)C(O)=O)C(=O)N[C@H]1C(C)NC(=O)[C@@H]2C[C@@H](C)CN2C(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](NC1=O)C(C)C)C(O)C(O)=O)C(C)C(O)=O)C(C)C,[5.350770879886113e-05],0.0014646951,0.14529338,0.002376503,0.0
CCNC(=O)C1=NOC(=C1C1=CC=C(CN2CCOCC2)C=C1)C1=CC(=C(O)C=C1O)C(C)(C)C,[0.0038687989581376314],0.0014644907,0.0023089151,0.002272107,0.0
OC(=O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,[0.01095193438231945],0.001463871,0.0012973442,0.0013534462,0.0
CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](S)CCN1C(=O)N(C)C(C)(C)C1=O)C(C)(C)C,[0.00023505938588641584],0.0014636408,0.0002799613,0.0016668966,0.0
[H][C@](N)(CC(=O)[C@@]([H])(O)C1=CC=[N+](C=C1C(O)=N)[C@]1([H])O[C@]([H])(COP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])(O)[C@]2([H])O)[C@@]([H])(O)[C@@]1([H])O)C(O)=O,[0.0001806961081456393],0.0014633504,0.009987747,0.0011735734,0.0
C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@]34C)[C@@]1(O)CC[C@]2(O)C1=COC=C1,[7.750606580148034e-12],0.0014630507,0.0015458645,0.001272576,0.0
[H]N([C@@H]1[C@@H](O)C[C@@](O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@@H]2O)(O[C@@]1([H])[C@H](O)[C@H](O)CO)C(O)=O)C(C)=O,[1.830681561898473e-08],0.0014628251,0.00031098592,0.0024813418,0.0
FC(F)(F)C1=CC(=CC=C1)C1=CCN(CCC2=CC=C(C=C2)C2=CC=CC=C2)CC1,[0.0391400046646595],0.001462332,0.00017088876,0.000938226,0.0
[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CC[N+](C)(C)CC1)N1CC[N+](C)(C)CC1,[2.0972801273444475e-10],0.0014622312,0.0042496547,0.0014646511,0.0
[H][C@]1(N)CN2C(C[C@]1([H])C1=C(F)C=C(F)C(F)=C1)=NC1=CC(=CC=C21)S(C)(=O)=O,[0.007741048000752926],0.0014617466,0.0046092332,0.0012740023,0.0
[O-][N+]1=CC(Cl)=C(NC(=O)C2=CC=C(OC(F)F)C3=C2C2=C(O3)C=CN=C2)C(Cl)=C1,[0.0033360363449901342],0.0014604958,0.012230683,0.0027636623,0.0
[H][C@@](CCS)(NC(=O)CCCCC)C(O)=O,[3.839878445432987e-06],0.0014591244,0.00030278775,0.0023562463,0.0
NC1=CC=CC2=CC(=CC=C12)S(O)(=O)=O,[0.025170013308525085],0.0014589146,0.0032386265,0.0016669133,0.0
O=C1NN(CCC2=CC=CC=C2)C(=O)C2=C1C=CC=C2,[0.00010534907050896436],0.0014582834,0.00019932314,0.0018931996,0.0
COC1=CC=C(C[C@@H](CN[C@@H](CCCNC(N)=N)C(O)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CO)NC(=O)[C@H](CC2=CC=CS2)NC(=O)CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H]2CCCN2C(=O)[C@@H](N)CCCNC(N)=N)C=C1,[0.005776591598987579],0.0014560602,0.037513122,0.0018400889,0.0
[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[1.1221359272894915e-05],0.0014557877,0.00010839351,0.001304885,0.0
O=C1NCCC2=C1C=C(N2)C1=CC(=NC=C1)C1=CC2=C(C=CC=C2)N=C1,[0.031016159802675247],0.0014557759,0.011089027,0.0017457305,0.0
[H][C@@]1(O)O[C@]([H])(CO)[C@@]([H])(O[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O[C@]3([H])O[C@]([H])(CO)[C@@]([H])(O[C@]4([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]4([H])O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O,[9.838917236493216e-09],0.0014535922,3.9852777e-05,0.0019497427,0.0
NC1=NC2=C(N=CN2[C@@H]2O[C@@H]3COP(O)(=O)O[C@H]3[C@H]2O)C(=O)N1,[0.000253304373472929],0.0014531581,0.114204556,0.0010489024,0.0
[H]N1CCO[C@H](COC2=C3CCCC3=C(F)C=C2)C1,[2.6923069071926875e-06],0.0014527079,5.608684e-05,0.001767331,0.0
CN1C(=O)C(O)=C(O)C2=CC=CC=C12,[0.06015342101454735],0.0014521062,0.0013714788,0.0013943844,0.0
CC(C)(C)C(=O)OC1=CC=C2N(CCCO)C(NC(=O)C3=CC(=CC=C3)[N+]([O-])=O)=NC2=C1,[0.004296584520488977],0.0014518953,0.04306132,0.0012049387,0.0
CC(=O)OC1=CC=CC(C(O)=O)=C1OC(C)=O,[0.0005273894057609141],0.0014514896,0.00022942945,0.002780174,0.0
COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1OC,[0.009297491051256657],0.0014507241,0.006362759,0.0024232445,0.0
[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@H](CC[C@]12C)OC(C)=O,[1.0472033906694378e-08],0.0014506584,0.00019775347,0.0013912539,0.0
CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12,[0.0003710762830451131],0.0014504781,0.0002189883,0.0014782667,0.0
FC1=CC(=CC=C1)C(=O)NC1=CC=CC(=C1)C1=NN=NN1,[0.02754434198141098],0.0014504546,0.02310487,0.0018094848,0.0
CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N,[4.8714141485106666e-06],0.001448438,4.057944e-05,0.0014345195,0.0
CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,[2.1346941991851054e-08],0.001448005,1.4676817e-05,0.001537595,0.0
CCCSC1=CC(OC)=C(CCN)C=C1OC,[2.3355298253591172e-05],0.0014475652,4.8500107e-05,0.0016530779,0.0
CN1CCCN=C1\C=C\C1=CC=CC(O)=C1,[0.5963064432144165],0.001446146,0.036534794,0.0013071185,0.0
COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C,[0.0151526452973485],0.0014457412,0.008872089,0.0016092056,0.0
[H][C@@]1(CC[C@]2(C)C1([H])CC[C@]1([H])[C@@]3(C)CC[C@]([H])(O)C(C)(C)[C@]3([H])CC[C@@]21C)C(C)(O)CCC=C(C)C,[3.229346789979104e-10],0.0014425581,5.8506845e-05,0.0013622806,0.0
CC1=C2NC=NC2=NC=N1,[7.901716890046373e-05],0.0014422827,0.00014423167,0.0017631097,0.0
CC(C)(O)C(Cl)(Cl)Cl,[0.0016269129700958729],0.0014403296,5.8615125e-05,0.000919205,0.0
[H][C@@]12CCCN1C(=O)[C@]([H])(CC1=CN=CN1)N=C2O,[5.2790939662372693e-05],0.0014396214,0.002016771,0.0011747943,0.0
C[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)CCCC[C@@H]1CCSS1)C(O)=O,[7.325896149268374e-05],0.0014383148,0.00038157136,0.0019583958,0.0
[H]\C(CC\C(C)=C(/[H])CCC(=O)OC\C([H])=C(/C)CCC=C(C)C)=C(\C)CCC=C(C)C,[0.003783343592658639],0.0014380552,9.4905125e-05,0.0017879452,0.0
CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C1=CC=CC=C1,[0.0036494426894932985],0.0014380026,0.00034335384,0.0012684483,0.0
[H][C@]1(CC[C@@]([H])(N=C(O)N2CCC(CC2)N2C(O)=NC3=C2C=CC=N3)C(=O)N(CC(F)(F)F)C1)C1=C(F)C(F)=CC=C1,[0.018330609425902367],0.0014341936,0.00564124,0.000751088,0.0
NC(=N)NCCCCC(=O)NC1=C(O[C@@H]2CCNC2)C(NC(=O)C2=CC(=NC=N2)C(=O)NC2=CC(=CC(NC(=O)CCCCNC(N)=N)=C2O[C@@H]2CCNC2)C(F)(F)F)=CC(=C1)C(F)(F)F,[0.0006343977875076234],0.001433821,0.0043208296,0.0023626776,0.0
COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1,[0.001185743953101337],0.00143275,0.0015127467,0.001286616,0.0
CN1C=NC=C1[C@@](N)(C1=CC=C(Cl)C=C1)C1=CC2=C(C=C1)N(C)C(=O)C=C2C1=CC(Cl)=CC=C1,[0.00047276003169827163],0.0014325146,0.039584003,0.001804869,0.0
CSCC[C@H](NC=O)C(=O)N[C@@H](CC(O)=O)C(=O)NCC(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(O)=O,[6.481814125436358e-06],0.0014290172,0.0011667596,0.0019401532,0.0
CN(C)CCCN1C2=CC=CC=C2C(C)(C)C2=CC=CC=C12,[0.00019586454436648637],0.0014275175,7.371271e-05,0.0010998821,0.0
CN(C)C(=O)CCN1N=C(NC2=CC=C3OC(F)(F)OC3=C2)N=C1C1=CC=NC=C1,[0.05751566216349602],0.0014273279,0.0032803626,0.0015234547,0.0
[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[6.371998040322069e-08],0.001425431,0.00052972307,0.0013911162,0.0
FC1=CC=C(C=C1)C(=O)CN1CCC(CN2CC3=CC=CC=C3C2=O)CC1,[0.0033276439644396305],0.0014242771,0.012362831,0.0010818024,0.0
CCCNC(=O)C1=NN=C2C(=CC=CC2=C1N)C1=CC(OC)=CC=C1OC,[0.0032759096939116716],0.0014237751,0.009626326,0.0021518203,0.0
CC[C@H](N1C[C@@H](CC1=O)C=C(F)F)C(N)=O,[0.0022873615380376577],0.0014236775,0.0005042124,0.0019480583,0.0
CCC1(CC)C(=O)NCC(C)C1=O,[0.0017625641776248813],0.0014234965,7.369654e-05,0.00141913,0.0
C[N+](C)(C)CC(O)=O,[0.0033032165374606848],0.0014218708,3.577222e-05,0.0014846354,0.0
OC1=C(Cl)C=C(C=C1Cl)C1=CC(Cl)=C(O)C(Cl)=C1,[0.050990477204322815],0.0014214288,2.192004e-05,0.0026211154,0.0
[H][C@]1(CO)O[C@@]2(N=C(O)N(C)C2=O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,[8.271938867210338e-08],0.0014182775,0.00012434814,0.001012521,0.0
NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)C(=O)N1,[0.002776704728603363],0.0014179589,0.0059533175,0.002058291,0.0
CSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O,[9.322541700385045e-06],0.001417288,0.00018741873,0.0021498154,0.0
NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,[5.4932628700044006e-05],0.0014166596,0.000105073275,0.0013446836,0.0
COC1=C(OC)C=C2[C@H]3C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN3CCC2=C1,[1.9151459127897397e-05],0.0014164377,0.0016621983,0.0012652526,0.0
CS(=O)(=O)C1=CC(C[C@H](NC(=O)C2=C(Cl)C3=C(CN(CC3)C(=O)C3=CC=C4C=COC4=C3)C=C2Cl)C(O)=O)=CC=C1,[0.004208703991025686],0.0014164288,0.00045106525,0.0017012212,0.0
[H][C@]1(CCCC)CC[S@](=O)C1,[4.1545610810107825e-13],0.0014132102,2.3523571e-05,0.0018611604,0.0
[H][C@](C)(N)[C@@]1([H])CC[C@@]([H])(CC1)C(=O)NC1=CC=NC=C1,[3.449123875398641e-09],0.0014131038,0.008772008,0.0017689866,0.0
[H][C@@]1(CO)O[C@@]([H])(O[C@@]2([H])[C@]([H])(O)CO[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@@]1([H])O,[3.3824121281611497e-09],0.0014128523,2.8259774e-05,0.0016994842,0.0
[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C=C(C)C(=N)N=C2O)[C@]([H])(O)[C@]1([H])O,[0.00010610176104819402],0.0014123571,0.00087371893,0.0014670087,0.0
FC1=CC(=CC(F)=C1)[C@@H]1CNC2(CCCC2)C(=O)N1CC(=O)NC1=CC=C2C[C@]3(CC2=C1)C(=O)NC1=C3C=CC=N1,[0.05756671726703644],0.0014101967,0.0028513314,0.0012539339,0.0
CC1=C(NC2=CC=NC3=CC(=CC=C23)C2=CSC(C=O)=N2)C=C(O)C=C1,[0.007893497124314308],0.001410114,0.03800123,0.0044532903,0.0
CCNC(=O)C1=CC2=C(N=C(N)N=C2S1)C1=C(Cl)C=C(Cl)C(OCCN2CCCC2)=C1,[3.590862615965307e-05],0.0014093281,0.09295086,0.0020375377,0.0
CC1=NNC=C1C1=CC=C(CCN)C=C1,[0.00011039854143746197],0.0014084196,9.390596e-05,0.0012317853,0.0
O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1,[4.019242260255851e-05],0.0014080644,0.0017715254,0.00080846227,0.0
CCN1N=NN(CCN2CC[C@@H]([C@H](C)C2)N(C(=O)COC)C2=CC=CC=C2F)C1=O,[9.060285083251074e-05],0.0014078235,0.006545017,0.00092242926,0.0
CCCO[P@](O)(=O)OP(O)(O)=O,[0.002571606542915106],0.0014054405,1.4768305e-05,0.0014190387,0.0
O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O,[3.884860007019597e-07],0.0014044899,1.1062129e-05,0.0010978695,0.0
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,[8.550404163543135e-05],0.0014026079,0.0003555881,0.0024686567,0.0
OC(=O)C1=C(C2=CNC3=CC=CC=C23)C(=C(N1)C(O)=O)C1=CNC2=C1C=CC=C2,[0.0005485244328156114],0.0014025772,0.0006537745,0.0026282645,0.0
CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,[3.898666705026699e-07],0.0014022613,5.3571068e-05,0.0014799413,0.0
CC1=CNC(=O)NC1=O,[0.014264014549553394],0.0014001402,0.0004324618,0.0016669133,0.0
CC1=NC2=CC=CC(=C2C(=O)N1C1=CC=C(OCCCN2CCCC2)C=C1)C(F)(F)F,[0.0009786539012566209],0.0013995469,0.02011727,0.0017853132,0.0
NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@](O)(C#C)[C@H]1O,[0.00029729504603892565],0.0013985996,0.00077816873,0.0012690627,0.0
CCCC[C@H](N)C(O)=O,[7.82771166996099e-06],0.0013978527,6.433181e-05,0.0017581986,0.0
[H]\C(=C(\[H])C1=C(C)CCCC1(C)C)\C(\C)=C(/[H])C([H])=C(\C(C)=C(\[H])C(O)=O)C1=CC(=CC=C1)C(O)=O,[0.005461315158754587],0.0013976124,0.0006555886,0.0011305307,0.0
OO[C@@H]1CCO[P@](=O)(N1)N(CCCl)CCCl,[0.00014060246758162975],0.0013965288,0.00028152094,0.0014594439,0.0
[H]C(=O)CC(C)CCCC(C)(C)O,[6.568310784160758e-09],0.0013947517,5.800857e-05,0.001259894,0.0
COCCOCCCCCC(=O)NCCCC[C@H](N)C(O)=O,[3.713969590535271e-06],0.001392502,0.000116284355,0.0021839319,0.0
CN(C)C1=C2C=CC=C(C2=CC=C1)S(O)(=O)=O,[0.00035306881181895733],0.001391951,0.0006044279,0.00091748434,0.0
[H][C@]1(CO)O[C@@]([H])(N2C=NC3=C(N)C=CN=C23)[C@]([H])(O)[C@]1([H])O,[0.00010983382526319474],0.001390848,0.0009405844,0.0013759637,0.0
CC1=CN([C@@H]2O[C@H](CO[P@@](O)(=O)O[P@](O)(=O)OP(O)(O)=O)C=C2)C(=O)NC1=O,[0.00016005104407668114],0.0013900978,0.00049938605,0.0011548833,0.0
OC1=CC=C(C=C1)N1N=C2C=CC(O)=CC2=C1Cl,[0.04276503622531891],0.001389608,0.0005849972,0.0024071226,0.0
CCOP(=O)(CC1=CC=C(C)C=C1)OCC,[0.01717980019748211],0.0013887394,1.0880112e-05,0.0016048102,0.0
CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)[C@@H](O)CCCC(O)=O,[0.0021256236359477043],0.0013884796,0.0012647344,0.0018749419,0.0
COC1=CC(OC)=CC(CN(C)C2=CN=C3N=C(N)N=C(N)C3=C2)=C1,[0.00133897562045604],0.0013868839,0.011402622,0.002594274,0.0
OC[C@H]1O[C@H]([C@@H](F)[C@@H]1O)N1C=CC(=O)NC1=O,[4.6625060349470004e-05],0.0013867894,0.0003921603,0.001495191,0.0
NCCC[C@@](N)(C(F)F)C(O)=O,[4.7668754632468335e-06],0.0013862308,3.935662e-05,0.0015045016,0.0
OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)C2=NC(CNC3=CC=CC=C3)=CN12,[0.0006642143125645816],0.001384248,0.0005082515,0.0017473592,0.0
NC1=NC(=O)C2=C(N1)N=CN2,[9.58256860030815e-05],0.0013835652,0.0013776611,0.0028862169,0.0
[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C,[2.777756865669778e-13],0.0013808629,0.0001981685,0.0015286272,0.0
C[C@@H](NC(=O)CNC(=O)[C@H]1C[C@H](O)CN1C(=O)[C@H]1CCCN1C(=O)[C@@H](CC1=CC=C(O)C=C1)NC(C)=O)C(=O)NCC(N)=O,[0.0019327410263940692],0.0013799039,0.0012176179,0.0014494653,0.0
N[C@@H](CC1=CC=C(OP(O)(O)=O)C=C1)C(O)=O,[0.021003158763051033],0.0013785285,4.045846e-05,0.0011551287,0.0
C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,[0.005939044989645481],0.0013782287,0.000109282,0.0014483574,0.0
[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C=NC3=C2N=CN=C3NCCC(C)C)[C@]([H])(O)[C@]1([H])O,[1.1628515494521707e-05],0.0013770944,0.0017533704,0.0015047095,0.0
NOCC[C@H](N)C(O)=O,[2.8685852157650515e-05],0.0013767692,3.86086e-05,0.001427856,0.0
CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,[1.8759081285679713e-05],0.0013748254,0.0012722227,0.0014187563,0.0
[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2N=CC(O)=NC2=O)[C@]([H])(O)[C@]1([H])O,[0.00013041279453318566],0.001373429,0.0013609325,0.0014196681,0.0
OC1=CC=C(CC2NCCC3=C2C=C(O)C(O)=C3)C=C1,[0.013230925425887108],0.0013726674,9.44174e-05,0.0021275065,0.0
CCCC[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](N)CC(O)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N1CCC[C@H]1C(O)=O,[0.00026401752256788313],0.0013726531,0.010243137,0.0017049155,0.0
NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H]1O,[0.001199070829898119],0.0013715494,0.009034468,0.0013539952,0.0
O[C@@H]1CO[C@H](O)[C@H](O)[C@H]1O,[2.3225958045713924e-08],0.0013712079,4.0961047e-05,0.0014786834,0.0
CN(CCO)C1=NC=NC2=C1C(=C(O2)C1=CC=CC=C1)C1=CC=CC=C1,[3.57424869434908e-05],0.0013698414,0.00043762778,0.001042766,0.0
CCC1(CC)C(=O)NC(=O)N(C)C1=O,[0.00018994965648744255],0.0013694565,4.215039e-05,0.0014171164,0.0
[H][C@@]1(CCC2=C1C=CC=C2)NCC#C,[0.003926257137209177],0.0013684455,0.00032579622,0.0010950175,0.0
C#CCN[C@@H]1CCC2=CC=CC=C12,[0.003926257137209177],0.0013684455,0.00032579622,0.0010950175,0.0
CCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CCCCCCCCCCCCCCC,[3.747784201035831e-12],0.0013676526,6.728087e-05,0.0013982787,0.0
CCCCCC1=CC(O)=C(OC2=CC=CC=C2)C=C1,[0.0010005291551351547],0.0013668758,0.00022623003,0.002544114,0.0
CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,[3.4191256418125704e-05],0.0013666422,8.529801e-05,0.0021902004,0.0
CC1=CC=C(C)C(CC2=NN(C3=C2C(N)=NC=N3)C(C)(C)C)=C1,[0.0023469175212085247],0.0013656352,0.038972866,0.0021137604,0.0
IC1=CC=C(NC(=S)OCCN2C(=O)C3=C(C=CC=C3)C2=O)C=C1,[0.00015200114285107702],0.0013651826,0.0010449383,0.0025191142,0.0
[H][C@]1(N(CCC2=CC(O)=C(OC)C=C12)S(=O)(=O)C1=CC=C(OC)C=C1)C(=O)NO,[0.0074172113090753555],0.0013649344,0.00021807979,0.0016464603,0.0
NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,[0.006641232408583164],0.0013610933,0.0005033407,0.002101194,0.0
CN(C)CCCCSC(N)=N,[0.00014840482617728412],0.0013607569,6.256153e-05,0.0012142406,0.0
CCCCCCCCCCCCCCCCOCCCOP(O)(=O)CO[C@H](CO)CN1C=CC(N)=NC1=O,[1.1450175876892565e-11],0.0013593076,0.002831824,0.00113055,0.0
OC(=O)C(=O)NC1=CC2=C(C=CC=C2)C=C1C(O)=O,[0.014562617056071758],0.0013579223,0.00036463124,0.0022962627,0.0
[H][C@]1(N)CN(C[C@]1([H])C1=CC(F)=C(F)C=C1F)C1=CC(=NC=N1)C1=CC(=CC=C1)S(C)(=O)=O,[0.00317182345315814],0.0013573619,0.014072735,0.001207287,0.0
ClC1=CN=C(NS(=O)(=O)C2=C(NC(=O)C3=CC=C(C=C3)N3C=CC=CC3=O)C=CC=C2)C=C1,[0.0957285612821579],0.0013573406,0.02749161,0.0015957572,0.0
NC1=NC2=C(C=C3N=C(NCCN4CCOCC4)NC3=C2)C(=O)N1,[0.0004175575159024447],0.0013572688,0.019951079,0.0022335537,0.0
CN1CCC(CC1)=C1C2=NC=C(C=O)N2CCC2=CC=CC=C12,[0.014487196691334248],0.001355942,0.02522393,0.0011939502,0.0
CN[C@@H]1CN(C2=CC(OC)=CC=C2)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,[0.0006976194563321769],0.0013554415,0.0034827522,0.0011941355,0.0
C1C2=C(C=CC=C2)C2=NNC(=C12)C1=CC=NC=C1,[0.0001274442911380902],0.0013548441,0.02388283,0.0017399207,0.0
NC(=N)C1=CC2=C(NC(=C2)C2=C(O)C(Br)=CC(CC([O-])=O)=C2)C=C1,[0.004749649204313755],0.0013544816,0.010306735,0.0016235072,0.0
C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@]1(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]3C)OC(=O)CS[C@@H]1CC[C@@H](N)C[C@H]1O,[1.7060881873920408e-10],0.001351989,0.0052897553,0.0017001946,0.0
[H][C@](N)(CC1CCCCC1)[C@@]([H])(O)C[C@@]([H])(CC(C)C)C(O)=O,[4.0624040589798405e-12],0.0013519363,0.00036962942,0.0014656528,0.0
CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,[0.00019863786292262375],0.0013512224,0.00041703103,0.0014444243,0.0
[H][C@]12CC=C(C)[C@]([H])(C1)[C@@]([H])(OC2(C)C)C1=CC=C(O)C=C1,[0.00014237048162613064],0.0013495712,0.00011253502,0.0013738686,0.0
OC(=O)[C@H]1C2CCC(CC2)[C@@H]1NC1=C(F)C=NC(=N1)C1=CNC2=C1C=C(F)C=N2,[0.00017111195484176278],0.0013474078,0.0037460364,0.0013657256,0.0
CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O,[0.00013904483057558537],0.0013458258,0.004624869,0.0015268561,0.0
NCCO[P@@](O)(=O)OC[C@@H](O)CO,[5.545416115637636e-06],0.00134451,3.66248e-05,0.0018918999,0.0
[H][C@@]1(C#N)C2=C(N(C)C3=C(Cl)C(Cl)=CC=C23)C(=O)NC11CCN(C)CC1,[0.011345052160322666],0.0013444568,0.0044412646,0.0013218158,0.0
CC(C)C[C@H](N)C(O)=O,[1.3810649761580862e-05],0.0013429641,3.1301006e-05,0.0017832223,0.0
CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@](CN2CCC3=C(C2)C=C(C=N3)C(F)(F)F)(C1)C(C)C,[5.767391485278495e-06],0.001340358,0.0077516474,0.0011265416,0.0
CC(C)[C@@H](NC(=O)NCC(C)(C)O)C(=O)N1CC[C@](O)(C2=CC=C(Cl)C=C2)C(C)(C)C1,[0.0006444937316700816],0.00133917,0.0012974772,0.0014996985,0.0
O=C(N1CCCCC1)C1=CC2=C(C=C1)N=CC=N2,[0.0001802782790036872],0.0013389285,0.010995029,0.001383518,0.0
CC(C)NCC(O)C1=CC(O)=C(O)C=C1,[9.077919094124809e-05],0.0013383431,9.926019e-05,0.0014379264,0.0
CC(=O)NC1=CC=CC(NC2=NC3=C(C=NN3C(NC3=CC=CC=C3)=N2)C#N)=C1,[0.0002561876317486167],0.0013381412,0.55261266,0.0015920884,0.0
OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,[1.326384957422988e-08],0.0013380672,3.661656e-05,0.0018214588,0.0
C[N+](C)(C)CCS,[1.2106022850844056e-08],0.0013374762,2.2729722e-05,0.0012093754,0.0
[H][C@]1(CO)O[C@@]2(N=C(O)N(O)C2=O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,[2.0961184787893217e-08],0.0013368102,8.794611e-05,0.0009991018,0.0
CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,[3.864536211040104e-06],0.001336227,0.00068696315,0.0010574668,0.0
NC(=N)C1=CC=C(C=C1)C1=CC=C(OC[C@@H]2C[C@@H](CC(O)=O)C(=O)N2)C=C1,[0.00836054515093565],0.0013357634,0.0030361142,0.0020063769,0.0
